bps,Ret,Vol,Sharpe,MaxDD
2,0.04290049359803172,0.13758404831802518,0.3118129908408229,0.154883119454197
5,0.0459727075929266,0.13712658841499475,0.33525742982678547,0.138545420382817
10,0.007758824975354406,0.1310047256814446,0.059225535071315054,0.17162697139157562
20,-0.04727354040874665,0.11910959675873593,-0.3968911128504802,0.2490679761033318
