,10,20,30
7,-0.7661952482537556,-0.2279638329168993,-0.22157506538812466
14,-0.11793248632764403,0.3118129908408229,-0.21928333547306436
21,-0.1644880017930125,0.3446196548256771,0.13580189041153254
